category,text,pronunciation,tip
유기음화,맞히다,[마치다],ㅎ과 만나 거센소리 ㅊ이 돼요
유음화,난류,[날류],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,한류,[할류],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,분류,[불류],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,전류,[절류],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,선로,[설로],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,진로,[질로],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,논리,[놀리],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,본래,[볼래],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,신랑,[실랑],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,관람,[괄람],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,판례,[팔례],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,혼란,[홀란],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,환란,[활란],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,권리,[궐리],ㄴ이 ㄹ을 만나 ㄹ로 변해요
유음화,달력,[달력],ㄴ이 ㄹ을 만나 ㄹ로 변해요
자음군 단순화,넓고,[널꼬],받침 하나만 소리 내세요
자음군 단순화,넓지,[널찌],받침 하나만 소리 내세요
자음군 단순화,밟고,[밥꼬],받침 하나만 소리 내세요
자음군 단순화,밟지,[밥찌],받침 하나만 소리 내세요
자음군 단순화,읽다,[익따],받침 하나만 소리 내세요
자음군 단순화,늙고,[늘꼬],받침 하나만 소리 내세요
자음군 단순화,맑고,[말꼬],받침 하나만 소리 내세요
자음군 단순화,붉다,[북따],받침 하나만 소리 내세요
자음군 단순화,곪다,[곰따],받침 하나만 소리 내세요
자음군 단순화,굶다,[굼따],받침 하나만 소리 내세요
자음군 단순화,옮다,[옴따],받침 하나만 소리 내세요
자음군 단순화,닮다,[담따],받침 하나만 소리 내세요
자음군 단순화,읊다,[읍따],받침 하나만 소리 내세요
자음군 단순화,없는,[엄는],받침 하나만 소리 내세요
자음군 단순화,있는,[인는],받침 하나만 소리 내세요
ㄴ 첨가,논일,[논닐],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,밭일,[반닐],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,부엌일,[부엉닐],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,집일,[짐닐],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,무슨일,[무슨닐],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,첫인사,[천닌사],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,첫여름,[천녀름],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,늦여름,[는녀름],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,늑막염,[능망념],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,콩약,[콩냑],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,물엿,[물렫],(주의)ㄴ첨가 후 유음화돼요
ㄴ 첨가,호박엿,[호방녇],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,솔잎,[솔립],(주의)ㄴ첨가 후 유음화돼요
ㄴ 첨가,나뭇잎,[나문닙],ㄴ소리를 더해서 읽으세요
ㄴ 첨가,급행열차,[그팽녈차],ㄴ소리를 더해서 읽으세요
ㅎ 탈락,낳으니,[나으니],ㅎ 소리를 내지 마세요
ㅎ 탈락,쌓으니,[싸으니],ㅎ 소리를 내지 마세요
ㅎ 탈락,넣으니,[너으니],ㅎ 소리를 내지 마세요
ㅎ 탈락,좋아서,[조아서],ㅎ 소리를 내지 마세요
ㅎ 탈락,놓아서,[노아서],ㅎ 소리를 내지 마세요
ㅎ 탈락,낳아서,[나아서],ㅎ 소리를 내지 마세요
ㅎ 탈락,쌓아서,[싸아서],ㅎ 소리를 내지 마세요
ㅎ 탈락,넣어서,[너어서],ㅎ 소리를 내지 마세요
ㅎ 탈락,많아서,[마나서],ㅎ 소리를 내지 마세요
ㅎ 탈락,않아서,[아나서],ㅎ 소리를 내지 마세요
ㅎ 탈락,싫어서,[시러서],ㅎ 소리를 내지 마세요
ㅎ 탈락,닳아서,[다라서],ㅎ 소리를 내지 마세요
ㅎ 탈락,뚫어서,[뚜러서],ㅎ 소리를 내지 마세요
ㅎ 탈락,잃어서,[이러서],ㅎ 소리를 내지 마세요
ㅎ 탈락,옳아서,[오라서],ㅎ 소리를 내지 마세요
